nform,nper,ola,f10,f11,f12,f2,f3,f4,f5,f6,g7a,g2a,g2b,g4,g6,h1,h2,h3,h4,h5,h6,h7,h12,h11,h10a,h10,f1,f7,f8,f9,g1,g3,g5,g7,g8a,g8b,h8,h9a,h9b1,h9b2,h9b3,h9b4,h9b5,h9b6,h9b7,h9b8,h13,h11a
763,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,6,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
763,2,3,jefe,43,mujer,sep./divorciado/a,no asiste pero asistió,universitario,si,4,si,90,0,asalariado privado,si,25000,34000,3000,0,0,0,0,9000,0,si,500,3,25,2,1,1,0,2,,1,1,1,,,,,,,,,,106000,2
763,4,3,hijo/a sólo del jefe,19,hombre,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,16,2,2,7,,,,2,,,,,,,,,,,,,1
764,1,3,hijo/a sólo del jefe,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
764,2,3,jefe,46,mujer,sep./divorciado/a,no asiste pero asistió,universitario,si,0,si,,,,,,,,,,18000,,11000,,si,,3,40,2,1,6,,,,2,,1,,,,,,,,,,,1
764,13,3,hijo/a sólo del jefe,5,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
765,1,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
765,2,3,jefe,49,hombre,casado/a,no asiste pero asistió,universitario,no,3,si,40,8,asalariado público,si,23000,10000,,,,,,,,si,,3,33,2,1,1,3,4,,1,4,,,,,,,,,,,20000,1
765,3,3,cónyuge,41,mujer,casado/a,no asiste pero asistió,universitario,si,5,si,30,30,asalariado público,si,20000,25000,,,,,,,,si,,3,33,2,1,1,0,3,,1,1,,,,,,,,,,,20000,1
765,4,3,hijo/a de ambos,12,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
766,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
766,2,3,cónyuge,43,mujer,casado/a,asiste actualmente,universitario,no,4,si,30,0,asalariado público,si,24000,,,,,,,,,si,,3,,2,1,1,0,1,,1,1,,,,,,,,,,,10000,1
766,3,3,suegro/a,42,hombre,casado/a,no asiste pero asistió,universitario,no,5,si,43,0,asalariado privado,si,40000,,,,,,,,,si,,3,99,2,1,1,0,3,,2,,,,,,,,,,,,30000,1
766,4,3,hijo/a de ambos,11,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
770,1,3,nieto/a,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
770,2,3,hijo/a sólo del jefe,46,mujer,casado/a,no asiste pero asistió,superior,si,3,si,20,0,asalariado privado,si,5000,,,,,,,,,si,,3,19,2,1,1,0,3,,2,,,720,,,,,,,,,,1
770,3,3,yerno/nuera,44,hombre,casado/a,no asiste pero asistió,secundaria,no,4,si,60,3,asalariado privado,si,11000,,,,,,,,,si,,3,99,2,1,1,0,5,,2,,,,,,,,,,,,,1
770,4,3,nieto/a,15,hombre,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
770,5,3,jefe,83,mujer,viudo/a,no asiste pero asistió,magisterio/ipa,si,4,si,,,,,,,20000,,,,,,,si,,3,99,2,2,4,,,,2,,,,,,,,,,,,,1
771,1,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
771,2,3,cónyuge,35,mujer,casado/a,asiste actualmente,universitario,no,2,si,,,,,,,,,,,,,,si,,3,,2,2,3,,,,2,,,,,,,,,,,,,1
771,13,3,jefe,35,hombre,casado/a,no asiste pero asistió,universitario,no,4,si,50,0,asalariado privado,si,80000,,,,,,,,,si,,3,99,2,1,1,0,3,,2,,,,,,,,,,,,999999,1
771,14,3,hijo/a de ambos,4,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
772,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,4,,2,1,3,,,,2,,,,,,,,,,,,,1
772,2,3,jefe,48,hombre,casado/a,no asiste pero asistió,ens. técnica,no,1,si,48,0,asalariado privado,si,11600,,,,,,,,,si,,4,99,2,1,1,0,5,,2,,,,,,,,,,,,,1
772,3,3,hijo/a de ambos,20,mujer,soltero/a,no asiste pero asistió,secundaria,no,5,si,48,0,asalariado privado,si,6500,,,,,,,,,si,3200,4,18,2,1,1,0,5,,2,,,,,,,,,,,,,1
772,4,3,cónyuge,49,mujer,casado/a,no asiste pero asistió,universitario,si,4,si,48,0,asalariado privado,si,999999,,,,,,,,,si,,3,24,1,1,1,0,5,,2,,,,,,,,,,,,,1
775,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
775,2,3,cónyuge,34,mujer,casado/a,no asiste pero asistió,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,17,2,1,6,,,,2,,,,,,,,,,,,,1
775,3,3,hijo/a de ambos,9,hombre,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
775,4,3,hijo/a de ambos,11,hombre,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
775,5,3,jefe,40,hombre,casado/a,no asiste pero asistió,ens. técnica,ns/nc,,si,60,0,asalariado privado,si,12000,,,,,,,,,si,,3,99,2,1,1,0,5,,2,,,,,,,,,,,,,1
776,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
776,2,3,cónyuge,42,mujer,casado/a,no asiste pero asistió,secundaria,si,6,si,72,0,trab. cuenta propia con local,si,8000,,,,,,,,,si,,3,18,2,1,1,0,5,,2,,,,,,,,,,,,,1
776,3,3,hijo/a de ambos,11,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
776,4,3,jefe,46,hombre,casado/a,no asiste pero asistió,secundaria,si,6,si,54,0,asalariado privado,si,20000,,,,,,,,,si,,3,16,2,2,1,0,5,,2,,,,,,,,,,,,,1
777,1,3,hijo/a sólo del cónyuge,14,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,2000,5000,,,,,,,si,,4,,4,9,3,,,,2,,1,,,,,,,,,,,1
777,2,3,cónyuge,35,mujer,casado/a,no asiste pero asistió,secundaria,si,6,si,,,,,,,,,,,,,,si,,4,29,1,2,6,,,,2,,,,,,,,,,,,,1
777,3,3,hijo/a sólo del cónyuge,17,hombre,soltero/a,asiste actualmente,secundaria,no,5,si,,,,,,2000,5000,,,,,,,si,,4,,4,9,3,,,,1,10,1,,,,,,,,,,,1
777,4,3,jefe,44,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,60,0,asalariado privado,si,4000,7000,,,,,,6000,,si,3000,4,14,2,1,1,6,5,,1,2,1,,,,,,,,,,,1
778,1,3,hijo/a sólo del cónyuge,14,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,2,2,3,,,,2,,,,,,,,,,,,,1
778,2,3,cónyuge,37,mujer,unido/a,no asiste pero asistió,secundaria,no,4,si,45,0,trab. cuenta propia con local,si,5000,0,0,0,0,0,0,,0,,2,3,16,2,1,1,0,5,,2,,1,3500,1,3,4,5,,,,,,2
778,3,3,hijo/a de ambos,11,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
778,4,3,hijo/a de ambos,10,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
778,5,3,hijo/a de ambos,8,mujer,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
778,6,3,jefe,38,hombre,unido/a,no asiste pero asistió,secundaria,no,3,si,45,0,trab. cuenta propia con local,si,5000,,,,,,,,,si,,3,15,2,1,1,0,5,,2,,,,,,,,,,,,,1
782,1,3,hijo/a sólo del jefe,13,mujer,soltero/a,asiste actualmente,secundaria,no,6,si,,,,,,,,,,,,,,si,,3,,2,2,,,,,,,,,,,,,,,,,,1
782,2,3,jefe,49,mujer,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,40,0,asalariado público,si,17000,,2000,,,,,7000,,si,,3,13,2,2,1,10,1,,1,1,,,,,,,,,,,33000,1
782,3,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,2,2,3,,,,2,,,,,,,,,,,,,1
782,9,3,hijo/a sólo del jefe,16,mujer,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,16,2,2,7,,,,2,,,,,,,,,,,,,1
782,10,3,hijo/a sólo del jefe,12,hombre,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,3,,2,2,,,,,,,,,,,,,,,,,,1
782,11,3,hijo/a sólo del jefe,17,mujer,soltero/a,asiste actualmente,ens. técnica,no,0,si,,,,,,,,,,,,,,si,,3,,2,2,3,,,,2,,,,,,,,,,,,,1
785,1,3,hijo/a sólo del cónyuge,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
785,2,3,cónyuge,39,mujer,casado/a,no asiste pero asistió,secundaria,no,3,no,,,,,,,1500,,,,,,,si,,3,16,2,1,2,,,0,2,,,,,,,,,,,,,1
785,3,3,jefe,43,hombre,casado/a,no asiste pero asistió,superior,no,2,si,40,0,asalariado público,si,7800,,,,,,,,,si,,3,16,2,1,1,0,1,,2,,,,,,,,,,,,999999,1
785,4,3,hijo/a sólo del cónyuge,16,mujer,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
785,5,3,hijo/a de ambos,19,mujer,soltero/a,no asiste pero asistió,secundaria,no,4,si,40,0,asalariado privado,si,4800,,,,,,,,,si,,3,18,2,1,1,0,6,,2,,,,,,,,,,,,999999,1
785,6,3,hijo/a sólo del cónyuge,11,hombre,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
785,13,3,nieto/a,5,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
785,14,3,nieto/a,2,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
787,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,1,,2,1,3,,,,2,,,,,,,,,,,,,1
787,2,3,jefe,48,hombre,casado/a,no asiste pero asistió,primario común,no,5,si,48,0,asalariado privado,si,10000,,,,,,,,,si,,1,12,2,1,1,0,5,,2,,,,,,,,,,,,,1
787,3,3,cónyuge,39,mujer,casado/a,asiste actualmente,primario común,no,5,si,8,0,trab. cuenta propia sin local,si,2600,,,,,,,,,si,,1,,2,1,1,0,9,,2,,,2359,1,8,9,,,,,,,1
787,4,3,hijo/a de ambos,25,mujer,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,15,1,2,6,,,,2,,,,,,,,,,,,,1
787,5,3,hijo/a de ambos,23,mujer,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,1,13,1,2,7,,,,2,,,,,,,,,,,,,1
787,7,3,hijo/a de ambos,18,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,14,1,2,2,,,2,2,,,,,,,,,,,,,1
787,8,3,hijo/a de ambos,12,hombre,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,1,,2,1,,,,,,,,,,,,,,,,,,1
787,9,3,hijo/a de ambos,16,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,,2,1,7,,,,2,,,,,,,,,,,,,1
787,13,3,hijo/a de ambos,6,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,1,,2,1,,,,,,,,,,,,,,,,,,1
787,14,3,nieto/a,6,mujer,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,1,,1,9,,,,,,,,,,,,,,,,,,1
787,15,3,nieto/a,8,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,1,,1,9,,,,,,,,,,,,,,,,,,1
787,16,3,nieto/a,1,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,1,,1,9,,,,,,,,,,,,,,,,,,1
788,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,ens. técnica,no,1,si,,,,,,,,,,,,,,si,,3,,1,9,3,,,,2,,,,,,,,,,,,,1
788,2,3,jefe,39,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,15,0,trab. cuenta propia sin local,no,4000,,,,,,,3000,,si,,3,13,1,9,1,0,5,,2,,,1800,1,3,,,,,,,,1
788,3,3,hijo/a de ambos,17,mujer,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,1,9,3,,,,2,,,,,,,,,,,,,1
788,4,3,cónyuge,39,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,90,0,asalariado privado,no,8000,,,,,,,,,si,,3,13,1,9,1,0,5,,2,,,,,,,,,,,,,1
789,1,3,hijo/a sólo del jefe,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
789,2,3,jefe,48,mujer,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,16,1,2,6,,,,2,,,,,,,,,,,,,1
789,3,3,hijo/a sólo del jefe,24,hombre,soltero/a,no asiste pero asistió,ens. técnica,si,1,si,40,0,asalariado público,si,12000,,,,,,14000,,,si,,3,15,2,1,1,0,3,,1,1,,,,,,,,,,,999999,1
790,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
790,2,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,6,,,,2,,,,,,,,,,,,,1
790,3,3,cónyuge,45,mujer,viudo/a,no asiste pero asistió,secundaria,no,3,si,8,0,asalariado privado,si,3200,,,,,,,,,si,,3,16,2,1,1,0,9,,2,,1,,,,,,,,,,,1
790,4,3,hijo/a de ambos,16,mujer,soltero/a,asiste actualmente,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,,2,1,6,,,,2,,,,,,,,,,,,,1
790,7,3,jefe,51,hombre,casado/a,no asiste pero asistió,secundaria,no,1,si,48,0,asalariado privado,si,16000,,,,,,,,,si,,3,13,2,1,1,0,8,,2,,1,,,,,,,,,,,1
792,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,5,,4,9,3,,,,2,,,,,,,,,,,,,1
792,2,3,cónyuge,42,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,5,12,4,9,6,,,,2,,1,1600,1,13,,,,,,,,1
792,3,3,jefe,57,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,3800,,,,,,,si,,5,12,4,9,4,,,,2,,1,,,,,,,,,,,1
792,13,3,hijo/a de ambos,1,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,5,,4,9,,,,,,,,,,,,,,,,,,1
793,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,5,,1,1,,,,,,,,,,,,,,,,,,1
793,2,3,jefe,41,hombre,unido/a,no asiste pero asistió,secundaria,no,2,si,50,0,trab. cuenta propia sin local,si,20000,,,,,,,3000,,si,,4,17,2,1,1,0,5,,2,,1,1500,1,4,,,,,,,999999,1
793,3,3,cónyuge,34,mujer,unido/a,no asiste pero asistió,secundaria,no,4,si,45,0,asalariado privado,si,6000,,,,,,,,,si,,1,17,1,1,1,0,9,,2,,1,,,,,,,,,,999999,1
793,4,3,hijo/a de ambos,15,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,5,,1,1,3,,,,2,,,,,,,,,,,,,1
794,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,6,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
794,2,3,jefe,45,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,3,si,40,0,asalariado privado,si,7000,,2400,,,,,,,si,,3,14,2,1,1,20,9,,2,,1,,,,,,,,,,,1
794,4,3,hijo/a sólo del jefe,17,mujer,soltero/a,no asiste pero asistió,primario común,no,6,si,,,,,,,,,,,,,,si,,3,15,2,1,7,,,,2,,,,,,,,,,,,,1
794,5,3,hijo/a sólo del jefe,11,mujer,soltero/a,asiste actualmente,primario especial,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
795,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,,1,2,3,,,,2,,,,,,,,,,,,,1
795,2,3,jefe,38,hombre,casado/a,no asiste pero asistió,primario común,no,4,si,48,0,asalariado privado,si,12000,,,,,,,,,si,,9,15,1,2,1,0,9,,2,,,,,,,,,,,,,1
795,3,3,cónyuge,35,mujer,casado/a,no asiste pero asistió,secundaria,no,2,si,30,0,asalariado privado,si,6000,,,,,,,,,si,,9,16,1,2,1,0,9,,2,,2,1600,1,4,5,13,,,,,,1
795,4,3,hijo/a de ambos,17,mujer,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,9,16,1,2,6,,,,2,,,,,,,,,,,,,1
795,5,3,hijo/a de ambos,11,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,9,,1,2,,,,,,,,,,,,,,,,,,1
795,13,3,hijo/a de ambos,0,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,9,,1,2,,,,,,,,,,,,,,,,,,1
797,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,1,,,,,,,,,,,,,,,,,,1
797,2,3,cónyuge,35,mujer,casado/a,no asiste pero asistió,secundaria,no,99,si,40,0,asalariado privado,si,999999,,,,,,,,,si,,3,99,1,1,1,0,5,,2,,,,,,,,,,,,,1
797,3,3,jefe,42,hombre,casado/a,no asiste pero asistió,secundaria,no,99,si,40,0,asalariado privado,si,999999,,,,,,,,,si,,3,99,1,1,1,0,5,,2,,,,,,,,,,,,,1
797,4,3,hijo/a de ambos,17,mujer,soltero/a,asiste actualmente,secundaria,no,99,si,,,,,,,,,,,,,,si,,3,99,1,1,3,,,,2,,,,,,,,,,,,,1
797,5,3,hijo/a de ambos,16,hombre,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,1,1,3,,,,2,,,,,,,,,,,,,1
798,1,3,hijo/a de ambos,13,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,99,1,2,,,,,,,,,,,,,,,,,,1
798,2,3,cónyuge,33,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,2400,,,,,,,,,si,,3,13,1,2,6,,,,2,,,2044,1,4,5,6,13,,,,,1
798,3,3,jefe,44,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,54,0,asalariado privado,si,999999,,,,,,,,,si,,3,13,2,1,1,0,7,,2,,,,,,,,,,,,,1
798,4,3,hijo/a de ambos,12,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
798,5,3,hijo/a de ambos,11,hombre,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
798,6,3,hijo/a de ambos,7,hombre,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
798,13,3,hijo/a de ambos,3,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
799,1,3,hijo/a sólo del cónyuge,14,hombre,soltero/a,no asiste pero asistió,secundaria,no,0,si,,,,,,,,,,,,,,si,,1,13,1,2,6,,,,2,,,,,,,,,,,,,1
799,13,3,hijo/a de ambos,5,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
799,14,3,hijo/a de ambos,2,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
799,15,3,hijo/a de ambos,0,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
799,16,3,hijo/a sólo del cónyuge,15,hombre,soltero/a,no asiste pero asistió,secundaria,no,0,si,,,,,,,,,,,,,,si,,1,99,1,2,7,,,,2,,,,,,,,,,,,,1
799,17,3,cónyuge,32,mujer,unido/a,no asiste pero asistió,primario común,no,3,si,,,,,,,,,,,,,,si,,1,10,1,2,6,,,,2,,,,,,,,,,,,,1
799,18,3,hijo/a sólo del cónyuge,8,mujer,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,4,,,,,,,,,,,1
799,19,3,jefe,30,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,49,0,trab. cuenta propia sin local,no,3000,,,,,,,,,si,,3,12,1,2,1,0,9,,2,,3,2000,1,11,12,13,14,15,16,,,1
799,20,3,hijo/a sólo del cónyuge,10,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,4,,,,,,,,,,,1
800,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,5,,2,1,,,,,,,,,,,,,,,,,,1
800,2,3,hijo/a sólo del jefe,10,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,5,,2,1,,,,,,,,,,,,,,,,,,1
800,3,3,jefe,35,mujer,unido/a,no asiste pero asistió,universitario,si,4,si,9,0,miembro coop. de prod.,si,999999,3600,,,,,,,,si,,5,31,2,1,1,0,2,,1,1,1,,,,,,,,,,,1
800,13,3,cónyuge,35,hombre,unido/a,no asiste pero asistió,universitario,si,4,si,20,9,asalariado privado,si,15000,5000,,,,,,,,si,,3,22,2,1,1,0,2,,2,,,,,,,,,,,,3600,1
800,14,3,hijo/a de ambos,2,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
803,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,2,,1,2,3,,,,2,,,,,,,,,,,,,1
803,2,3,jefe,40,hombre,sep./divorciado/a,no asiste pero asistió,ens. técnica,si,6,si,25,0,trab. cuenta propia sin local,no,4000,,,,,,,0,,si,,2,19,1,2,1,0,9,,2,,,,,,,,,,,,0,1
804,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
804,2,3,jefe,36,mujer,casado/a,no asiste pero asistió,primario común,si,6,no,,,,,999999,,,,,,,2000,,si,,3,14,1,2,2,,,0,2,,2,1988,1,5,13,,,,,,999999,1
804,3,3,no familiares,36,hombre,soltero/a,no asiste pero asistió,superior,no,2,si,48,0,asalariado privado,si,999999,,,,,,,,,si,,3,99,1,2,1,0,9,,2,,,,,,,,,,,,,1
804,4,3,hijo/a sólo del jefe,19,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,14,1,2,6,,,,2,,,,,,,,,,,,,1
804,5,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
804,6,3,hijo/a sólo del jefe,16,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,48,0,trab. cuenta propia con local,no,999999,,,,,,,,,si,,3,14,1,2,1,0,9,,2,,,,,,,,,,,,,1
804,13,3,hijo/a sólo del jefe,5,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
807,1,3,hijo/a sólo del cónyuge,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
807,2,3,cónyuge,33,mujer,unido/a,no asiste pero asistió,secundaria,no,3,si,36,0,trab. cuenta propia con local,no,2000,,2244,,,,,,,si,,3,15,1,2,1,0,5,,2,,,,,,,,,,,,,1
807,3,3,hijo/a sólo del cónyuge,15,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
807,4,3,hijo/a sólo del cónyuge,10,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
807,5,3,hijo/a sólo del cónyuge,9,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
807,6,3,jefe,40,hombre,unido/a,no asiste pero asistió,superior,si,3,si,54,0,asalariado privado,no,13000,,,3700,,,,5000,,si,,3,20,1,2,1,0,3,,2,,,1200,0,0,0,,,,,,,1
807,13,3,hijo/a de ambos,6,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
